source_row_id,date,invoice_id,item_number,description,reason
36060,2014-06-11,44576.0,Miscellaneous,4''  Density 57x58cm With Bevell,category unknown
36062,2014-06-12,44578.0,MT3,"3"" Twin Matt  ( 76 * 188 )",category unknown
36085,2014-06-14,44593.0,Miscellaneous,Cushions Cut To Size,category unknown
36087,2014-06-14,44595.0,Miscellaneous,3'' High Density 180x36cm,category unknown
36091,2014-06-14,44598.0,EM,Exercise Mat,category unknown
36093,2014-06-16,44600.0,Miscellaneous,Hairdressing Booster Seat Cut To Size,category unknown
36109,2014-06-17,44610.0,EM,Exercise Mat,category unknown
36117,2014-06-17,44617.0,Miscellaneous,Cushions Cut To Size,category unknown
36120,2014-06-18,44619.0,Miscellaneous,5 meters of Zepel MArino 11 colour Taupe,category unknown
36121,2014-06-18,44619.0,Miscellaneous,surcharge,category unknown
36129,2014-06-19,44624.0,Cutting Fee,Cutting Fee,category unknown
36134,2014-06-19,44627.0,VisBackChairCushion,Visco Back Chair Cushion,category unknown
36137,2014-06-19,44628.0,Miscellaneous,12mm,category unknown
36140,2014-06-19,44630.0,Miscellaneous,Miscellaneous,category unknown
36142,2014-06-19,44632.0,Miscellaneous,custom case,category unknown
36152,2014-06-20,44639.0,Miscellaneous,6'' Medium Density 190x115cm,category unknown
36158,2014-06-21,44644.0,TV Backs,Tv Backs cut to 67 long DONE,category unknown
36159,2014-06-21,44644.0,Miscellaneous,Bonanza onyx 2 mtrs ZEPEL,category unknown
36160,2014-06-21,44645.0,PAB Basic Single Mat Protector,PAB Basic Single Mat Protector,category unknown
36167,2014-06-21,44648.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
36169,2014-06-23,44650.0,Miscellaneous,53x55cm 3'' High Density,category unknown
36171,2014-06-23,44650.0,Miscellaneous,52x45cm 3'' High Density,category unknown
36177,2014-06-24,44654.0,Miscellaneous,2 Cushions Cut To Size,category unknown
36202,2014-06-25,44661.0,Miscellaneous,2 meters of Zepel Get Out Abasyl Sienna,category unknown
36203,2014-06-25,44661.0,Miscellaneous,small order charge,category unknown
36210,2014-06-26,44665.0,Miscellaneous,6 x meters of Dickson ORC 6022 - 120 - Marine,category unknown
36218,2014-06-27,44671.0,Miscellaneous,3 Cushins Cut To Size,category unknown
36219,2014-06-27,44672.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
36223,2014-06-28,44678.0,Webbing,Webbing (m),category unknown
36224,2014-06-28,44678.0,WC,Webbing Clips,category unknown
36228,2014-06-28,44681.0,Miscellaneous,gLUE cAN,category unknown
36232,2014-06-30,44686.0,Miscellaneous,4'' High Density 71x61cm,category unknown
36233,2014-06-30,44686.0,Miscellaneous,3'' Medium Density 68x55cm,category unknown
36240,2014-07-01,44690.0,Miscellaneous,4'' High Density Cut To Size,category unknown
36250,2014-07-02,44696.0,Miscellaneous,8 Cushions Cut To Size,category unknown
36257,2014-07-03,44702.0,Miscellaneous,200 6331-163-01-R1-3,category unknown
36258,2014-07-03,44703.0,Miscellaneous,glueing boards on backing,category unknown
36261,2014-07-04,44705.0,Miscellaneous,extra piece,category unknown
36272,2014-07-07,44713.0,Miscellaneous,4'' Medium Density 65x93cm,category unknown
36273,2014-07-07,44713.0,Miscellaneous,4'' Medium Density 61x52cm,category unknown
36283,2014-07-07,44716.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
36285,2014-07-07,44716.0,Miscellaneous,1 meter of Belles beach ocean,category unknown
36286,2014-07-07,44716.0,Miscellaneous,30 x 50 inserts,category unknown
36288,2014-07-07,44716.0,Miscellaneous,1 meters Bondi Hibiscus,category unknown
36289,2014-07-07,44716.0,Miscellaneous,1 meter Mirrimbula Turquoise,category unknown
36290,2014-07-07,44716.0,Miscellaneous,1 meter miririmbula Sunshine,category unknown
36291,2014-07-07,44717.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
36292,2014-07-07,44718.0,Miscellaneous,"2 x 47 x 50 x 4"" MD",category unknown
36293,2014-07-07,44718.0,Miscellaneous,"2 x 66 x 50 x 5"" HD",category unknown
36298,2014-07-08,44721.0,Miscellaneous,custom case,category unknown
36303,2014-07-08,44726.0,YRollB,30m Roll Yoga Mat Blue,category unknown
36306,2014-07-08,44728.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
36307,2014-07-09,44729.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
36309,2014-07-09,44730.0,Miscellaneous,GST,category unknown
36316,2014-07-09,44734.0,Scatter Cushion 45 x 45cm,45 x 45cm Scatter cushion,category unknown
36318,2014-07-09,44735.0,Backing Rods 40x40,50 x 50 Backing Rods,category unknown
36320,2014-07-10,44737.0,MT3,"3"" Twin Matt  ( 76 * 188 )",category unknown
36322,2014-07-10,44738.0,Miscellaneous,Miscellaneous,category unknown
36323,2014-07-10,44739.0,Miscellaneous,2 custom case inserts ($20 to cut out template & $20  to cut down wrong thickness),category unknown
36325,2014-07-10,44741.0,Miscellaneous,scatters 60*60 (bells beach sunshine),category unknown
36329,2014-07-10,44741.0,Miscellaneous,scatters 50*50 (bells beach sunshine),category unknown
36330,2014-07-10,44741.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
36331,2014-07-10,44741.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
36333,2014-07-11,44742.0,Miscellaneous,"DON'T CUT YET 2""Dryflow 3 pieces cut to size (to be confirmed)",category unknown
36339,2014-07-11,44742.0,Scatter Cushion 45 x 45cm, Scatter cushion,category unknown
36348,2014-07-12,44750.0,Miscellaneous,custom cuts for cases,category unknown
36349,2014-07-12,44751.0,TV Backs,Tv Backs,category unknown
36353,2014-07-14,44757.0,Miscellaneous,EVA Mat,category unknown
36354,2014-07-14,44757.0,Miscellaneous,EVA Mat small,category unknown
36356,2014-07-14,44759.0,Miscellaneous,3'' High Density,category unknown
36359,2014-07-14,44762.0,Miscellaneous,2'' Medium Density 85x37cm,category unknown
36366,2014-07-15,44765.0,,,category unknown
36369,2014-07-16,44767.0,,,category unknown
36379,2014-07-16,44772.0,Miscellaneous,5 Meters of noosa stone,category unknown
36380,2014-07-16,44772.0,Miscellaneous,4 x 50 x 40 scatters,category unknown
36383,2014-07-16,44772.0,Miscellaneous,4 x 50 x 50 scatters inserts,category unknown
36385,2014-07-16,44772.0,Miscellaneous,1.5 meter of belles beach ocean - 2 scatters,category unknown
36386,2014-07-16,44772.0,Miscellaneous,1.5 meter of bondi ocean reverse - 2 scatters,category unknown
36387,2014-07-16,44772.0,Miscellaneous,2 x insrets for 50 x 30 scatters,category unknown
36389,2014-07-16,44772.0,Miscellaneous,1.5 meters of belles beach hibiscus,category unknown
36392,2014-07-16,44776.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
36396,2014-07-16,44776.0,Scatter Cushion 45 x 45cm,45 x 45cm Scatter cushion,category unknown
36398,2014-07-16,44776.0,Miscellaneous,1.5 meters of Wariwck belles beach ash,category unknown
36401,2014-07-16,44779.0,Cutting Fee,Cutting Fee,category unknown
36413,2014-07-19,44785.0,Miscellaneous,one meter of Wqrwick Brook lagoon,category unknown
36417,2014-07-19,44786.0,ESR,Exercise Sports Roll,category unknown
36418,2014-07-19,44786.0,ESR Small,Small Exercise Sports Roll,category unknown
36420,2014-07-19,44788.0,Miscellaneous,172x50cm 2'' High Density,category unknown
36422,2014-07-19,44788.0,Miscellaneous,210x50cm 3'' High Density,category unknown
36423,2014-07-19,44788.0,Miscellaneous,200x50cm 3'' High Density,category unknown
36424,2014-07-19,44788.0,Miscellaneous,157x50cm 3'' High Density,category unknown
36426,2014-07-21,44789.0,Miscellaneous,Needs To Be Delivered 23rd July 1:00pm To 5:00pm,category unknown
36427,2014-07-21,44790.0,Miscellaneous,I Can Of Glue,category unknown
36446,2014-07-24,44806.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
36447,2014-07-24,44806.0,Miscellaneous,1/5 meters Belles beach sunshine one reverse and one normal,category unknown
36454,2014-07-25,44813.0,EM,Exercise Mat,category unknown
36466,2014-07-26,44817.0,Miscellaneous,3'' High Density 34x149cm,category unknown
36469,2014-07-26,44820.0,Miscellaneous,2'' High Density 2 Cushions Cut To Size,category unknown
36476,2014-07-28,44824.0,Miscellaneous,5'' Medium Density 82x50cm,category unknown
36492,2014-07-28,44829.0,Miscellaneous,3 Metres Of Miracle Grip,category unknown
36493,2014-07-28,44829.0,Miscellaneous,2.5 Metres of Black Calico,category unknown
36500,2014-07-29,44832.0,Miscellaneous,Call on approach,category unknown
36502,2014-07-29,44834.0,Webbing,Webbing (m),category unknown
36527,2014-07-31,44852.0,Backing Rods 20x20,50*40mm  Backing rods,category unknown
36529,2014-07-31,44854.0,MG,Miracle Grip (m),category unknown
36536,2014-08-01,44857.0,Cutting Fee,Cutting Fee,category unknown
36544,2014-08-01,44859.0,,,category unknown
36545,2014-08-01,44859.0,,,category unknown
36560,2014-08-01,44862.0,Miscellaneous,220x122cm 2'' High Density,category unknown
36578,2014-08-02,44869.0,Miscellaneous,zepel federal baltic 4.5mtrs,category unknown
36584,2014-08-02,44871.0,Scatter Cushion 60 x 60cm,60 x30 cm Scatter cushion,category unknown
36589,2014-08-04,44873.0,Miscellaneous,1750x1125mm 4'' High Density,category unknown
36592,2014-08-04,44875.0,Miscellaneous,113x35cm 4'' Medium,category unknown
36594,2014-08-04,44875.0,Miscellaneous,116x58cm 5'' High,category unknown
36601,2014-08-05,44880.0,Miscellaneous,"6""HD 2 pieces cut to size/shape",category unknown
36603,2014-08-05,44882.0,Backing Rods 25x25,25x25x mm Backing Rods,category unknown
36604,2014-08-05,44882.0,Invoice,Invoice equalization,category unknown
36605,2014-08-05,44884.0,Miscellaneous,Small Exercise Roll,category unknown
36606,2014-08-05,44885.0,Miscellaneous,4 Cushions Cut To Size,category unknown
36613,2014-08-06,44889.0,Miscellaneous,2 Cushions 3'' High Density Cut To 38.5x33.5cm,category unknown
36625,2014-08-07,44899.0,RollCage,Roll Cage Protector,category unknown
36626,2014-08-07,44900.0,Miscellaneous,"3""Dryflow 2 pieces cut to shape ",category unknown
36629,2014-08-07,44900.0,Miscellaneous,Press Studs,category unknown
36636,2014-08-08,44905.0,Miscellaneous,offcut,category unknown
36637,2014-08-09,44906.0,Miscellaneous,1500mmx400mm 4'' Medium Density,category unknown
36641,2014-08-09,44909.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
36645,2014-08-09,44911.0,Miscellaneous,Scatters made to 61*52,category unknown
36650,2014-08-09,44912.0,Miscellaneous,scatters made to 85*39,category unknown
36653,2014-08-11,44915.0,Miscellaneous,176x61cm 4'' High,category unknown
36655,2014-08-11,44915.0,Miscellaneous,174x41cm 3'' Medium,category unknown
36657,2014-08-11,44915.0,Miscellaneous,60x54cm 4'' High,category unknown
36659,2014-08-11,44915.0,TV Backs,Tv Backs Cut To63cm Length,category unknown
36680,2014-08-12,44929.0,Miscellaneous,glue an existing topper on to each piece,category unknown
36689,2014-08-13,44933.0,Miscellaneous,40x50cm 4'' Medium Density,category unknown
36693,2014-08-13,44936.0,Cutting Fee,Cutting Fee,category unknown
36700,2014-08-15,44939.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
36702,2014-08-15,44941.0,Miscellaneous,10 Pieces 30x30cm 2'' Medium Density,category unknown
36704,2014-08-16,44943.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
36707,2014-08-16,44944.0,Miscellaneous,Pacifica silver fish 3 mtrs,category unknown
36723,2014-08-19,44956.0,Miscellaneous,Box Of 12 Bond-It Glue Cans,category unknown
36724,2014-08-19,44957.0,Miscellaneous,19 x custom case insert,category unknown
36726,2014-08-19,44958.0,Miscellaneous,make calico for tfp but the sides are 38cm wide,category unknown
36733,2014-08-19,44960.0,Yoga Mat,Yoga Mat,category unknown
36742,2014-08-20,44966.0,Miscellaneous,"2""Dryflow 1 piece cut to 180*95",category unknown
36762,2014-08-20,44972.0,MG,Miracle Grip (m),category unknown
36764,2014-08-20,44972.0,Invoice,Invoice equalization,category unknown
36767,2014-08-21,44976.0,TV Backs,Tv Backs x 2 ,category unknown
36768,2014-08-21,44976.0,Miscellaneous,staple four arms to wood supplied,category unknown
36789,2014-08-22,44985.0,Miscellaneous,20mmX50mmX2000mm,category unknown
36794,2014-08-22,44987.0,Miscellaneous,small order charge,category unknown
36796,2014-08-23,44990.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
36799,2014-08-23,44994.0,Miscellaneous,85x40cm 6'' Medium,category unknown
36800,2014-08-23,44995.0,EM,Exercise Mat,category unknown
36803,2014-08-25,45000.0,Miscellaneous,3'' Medium Density 61x52cm,category unknown
36805,2014-08-25,45002.0,Miscellaneous,44 x sides ,category unknown
36806,2014-08-25,45002.0,Miscellaneous,corners x 4,category unknown
36812,2014-08-25,45004.0,Miscellaneous,8 meters of cadet Grey 6030-0000 with piping,category unknown
36832,2014-08-26,45014.0,Miscellaneous,one pack on 15 x 15 backing rods ,category unknown
36838,2014-08-27,45019.0,EM,Exercise Mat,category unknown
36860,2014-08-28,45025.0,Meters,Meters Bells Beach Ocean,category unknown
36861,2014-08-28,45025.0,Meters,Meters Zepel Hard rock Baltic,category unknown
36865,2014-08-28,45028.0,Miscellaneous,"3""hd",category unknown
36874,2014-08-29,45030.0,Backing Rods 20x20,20x15mm  Backing rods,category unknown
36880,2014-08-30,45032.0,Miscellaneous,4 Scatter Cushions 50x50cm,category unknown
36885,2014-08-30,45033.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
36889,2014-08-30,45036.0,P&P,Piece 30*50*3 Pick & Pull,category unknown
36893,2014-08-30,45038.0,Meters,Meters Zepel Enforcer Navy,category unknown
36900,2014-08-30,45042.0,3M,Contact Adhesive,category unknown
36908,2014-09-01,45046.0,Miscellaneous,4'' Medium Density 204x86cm With Arch Cut Out,category unknown
36911,2014-09-01,45048.0,Cutting Fee,Cutting Fee,category unknown
36912,2014-09-01,45050.0,Backing Rods 20x20,15mm x 15mm,category unknown
36916,2014-09-01,45052.0,Cutting Fee,Cutting Fee,category unknown
36921,2014-09-02,45056.0,TV Backs,Tv Backs,category unknown
36927,2014-09-03,45062.0,Miscellaneous,4 Cushions 1'' Medium Density,category unknown
36952,2014-09-06,45078.0,Miscellaneous,2 Scatter Inserts,category unknown
36956,2014-09-08,45082.0,Backing Rods 25x25,25x25x mm Backing Rods,category unknown
36957,2014-09-08,45082.0,Backing Rods 20x20,20x15mm  Backing rods,category unknown
36959,2014-09-08,45084.0,Miscellaneous,2'' High Density 2250x600mm,category unknown
36962,2014-09-08,45087.0,Miscellaneous,Miscellaneous,category unknown
36963,2014-09-08,45088.0,Miscellaneous,180x25cm 6'' High DensityREADY,category unknown
36966,2014-09-08,45090.0,3M,Contact Adhesive,category unknown
36972,2014-09-09,45093.0,Miscellaneous,Bag offcut,category unknown
36974,2014-09-09,45095.0,"MCar6""","6"" Caravan Matress",category unknown
36976,2014-09-09,45097.0,Miscellaneous,1.5'' 400x330mm,category unknown
36986,2014-09-10,45102.0,Miscellaneous,4'' High Density 1445x835mm,category unknown
36987,2014-09-10,45102.0,Miscellaneous,4'' High Density 1570x835mm,category unknown
36996,2014-09-10,45106.0,MT3,"3"" Twin Matt  ( 76 * 188 )",category unknown
36997,2014-09-10,45106.0,Miscellaneous,High Density Offcut,category unknown
37001,2014-09-11,45109.0,RollCage,Roll Cage Protector,category unknown
37003,2014-09-11,45109.0,Miscellaneous,"2""HD",category unknown
37004,2014-09-11,45110.0,Miscellaneous,"75 x 105 x 5"" hd",category unknown
37008,2014-09-11,45112.0,IT - Large Blue Edges,100 cm Black Edges,category unknown
37016,2014-09-12,45117.0,Miscellaneous,EVA Black 2 Rolls,category unknown
37023,2014-09-12,45119.0,it,pack of six,category unknown
37027,2014-09-12,45121.0,Miscellaneous,Medium Density 160x110cm,category unknown
37035,2014-09-13,45128.0,Miscellaneous,EVA 75 3mm Roll,category unknown
37037,2014-09-13,45130.0,Miscellaneous,4 cushions cut to size,category unknown
37039,2014-09-13,45132.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
37042,2014-09-15,45133.0,3M,Contact Adhesive,category unknown
37046,2014-09-16,45136.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
37057,2014-09-16,45140.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
37072,2014-09-17,45148.0,Miscellaneous,2 Metres Of terra nova frangelico neo (premier),category unknown
37090,2014-09-18,45156.0,Miscellaneous,Unit 9 - 339 Edgecliff Road  (Opposite Albert Street),category unknown
37096,2014-09-19,45160.0,EM,Exercise Mat,category unknown
37097,2014-09-19,45160.0,EM-Large,Large Exercise Matt,category unknown
37103,2014-09-20,45163.0,"Visco Top 2"" Single Uncouvered","2"" Single Visco Top",category unknown
37107,2014-09-22,45165.0,Cutting Fee,Cutting Fee,category unknown
37108,2014-09-22,45165.0,Miscellaneous,glue,category unknown
37121,2014-09-23,45172.0,Miscellaneous,scatter 50x50 in kona pebble,category unknown
37123,2014-09-23,45172.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
37136,2014-09-23,45176.0,"Visco Top 2"" Single Uncouvered","2"" Single Visco Top",category unknown
37156,2014-09-25,45188.0,Miscellaneous,4'' High Density Cut To Shape,category unknown
37161,2014-09-25,45192.0,Miscellaneous,6mm High Density Half Roll,category unknown
37164,2014-09-26,45195.0,EM,Exercise Mat,category unknown
37169,2014-09-27,45201.0,Miscellaneous,"6""Dryflow 3 pieces cut to shape / size",category unknown
37178,2014-09-27,45203.0,IT 60 Edge Black,Interlock 60 Edge Black,category unknown
37183,2014-09-27,45208.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
37185,2014-09-29,45211.0,Miscellaneous,Medium Density 48x53cm,category unknown
37188,2014-09-29,45214.0,Cutting Fee,Cutting Fee,category unknown
37191,2014-09-29,45215.0,Miscellaneous,3 hours of cutting,category unknown
37192,2014-09-29,45216.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
37195,2014-09-29,45218.0,Miscellaneous,one styrene,category unknown
37198,2014-09-29,45220.0,Miscellaneous,4 Metres Of Zepel Merino II Calico,category unknown
37204,2014-09-30,45224.0,Miscellaneous,"1.5""Hd",category unknown
37207,2014-09-30,45225.0,3M,Contact Adhesive,category unknown
37215,2014-09-30,45229.0,Miscellaneous,6 meters of wrwick belles beach stone,category unknown
37216,2014-09-30,45229.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37217,2014-09-30,45229.0,Scatter Cushion 50 x 50cm,55 x 55cm Scatter cushion,category unknown
37220,2014-10-01,45235.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
37224,2014-10-01,45238.0,Cutting Fee,Cutting Fee,category unknown
37225,2014-10-01,45238.0,Miscellaneous,Miscellaneous,category unknown
37231,2014-10-02,44109.0,Miscellaneous,2 meters of zepel express 30 Sulphur,category unknown
37232,2014-10-02,44109.0,Miscellaneous,2 meters of zepel express 26 Granadine,category unknown
37233,2014-10-02,44109.0,Miscellaneous,1 meters of zepel express 01 Pewter,category unknown
37234,2014-10-02,44109.0,Miscellaneous,1 meter of zepel express 18 Captain,category unknown
37237,2014-10-02,45228.0,Miscellaneous,glue,category unknown
37244,2014-10-02,45242.0,Miscellaneous,"4""dryflow 135*89 ",category unknown
37247,2014-10-02,45245.0,"2""HD","4x176*62  ****ALL 2""HD****",category unknown
37248,2014-10-02,45245.0,"2""HD",2x146*62,category unknown
37249,2014-10-02,45245.0,"2""HD",2x182*62,category unknown
37250,2014-10-02,45245.0,"2""HD",1x199*42 ,category unknown
37251,2014-10-02,45245.0,"2""HD",2x202*42,category unknown
37252,2014-10-02,45245.0,"2""HD",1x194*42,category unknown
37257,2014-10-03,45248.0,Miscellaneous,2070x745x75mm and 2215x745x75mm  ,category unknown
37261,2014-10-03,45248.0,Miscellaneous,10 meters of Mindell Lime with strip from bum to knee,category unknown
37270,2014-10-04,45256.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
37274,2014-10-04,45258.0,Miscellaneous,4mtr mediteranian blue 4652-0000,category unknown
37294,2014-10-08,45273.0,Miscellaneous,Keep Invoice Open,category unknown
37308,2014-10-09,45280.0,Cutting Fee,Cutting Fee,category unknown
37313,2014-10-09,45284.0,Miscellaneous,,category unknown
37321,2014-10-10,45289.0,3M,Contact Adhesive,category unknown
37326,2014-10-11,45292.0,Miscellaneous,2 Outdoor Cushions Cut To Size,category unknown
37327,2014-10-11,45292.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37331,2014-10-11,45295.0,MDFold - D,Large Bed in Bag 122*183*6.5 (ripped bag),category unknown
37332,2014-10-11,45296.0,Miscellaneous,130x83cm 5'' Medium Density,category unknown
37333,2014-10-11,45296.0,Miscellaneous,71x73cm 5'' Medium Density,category unknown
37341,2014-10-14,45301.0,Miscellaneous,70x70cm 6'' High Density,category unknown
37344,2014-10-14,45303.0,Miscellaneous,730x2540mm 6'' High Density,category unknown
37346,2014-10-14,45303.0,Miscellaneous,615x1210mm 6'' High Density,category unknown
37348,2014-10-14,45303.0,Miscellaneous,740x2380mm 6'' High Density,category unknown
37353,2014-10-14,45305.0,MDFold - D,Large Bed in Bag 122*183*6.5,category unknown
37356,2014-10-15,45307.0,Miscellaneous,8 Scatter Cushion Inserts TBA,category unknown
37358,2014-10-15,45307.0,Miscellaneous,15 Metres Of Gris Chine For Seats & Backs,category unknown
37359,2014-10-15,45307.0,Miscellaneous,1 Metre Of Prisma Brick (Zepel),category unknown
37360,2014-10-15,45307.0,Miscellaneous,1 Metre Of Ray Grenadine,category unknown
37361,2014-10-15,45307.0,Miscellaneous,2.5 Metres Of Jump Grass,category unknown
37364,2014-10-15,45308.0,Miscellaneous,2 case cutouts,category unknown
37366,2014-10-15,45310.0,Miscellaneous,"2""HD cut to size",category unknown
37368,2014-10-15,45311.0,Cutting Fee,Cutting Fee,category unknown
37369,2014-10-15,45312.0,Miscellaneous,3 x 760 x 440 ,category unknown
37373,2014-10-16,45314.0,"2""HD"," 2""HD 1 piece cut to 1056*40 ",category unknown
37386,2014-10-16,45321.0,Miscellaneous,12 meters of wariwck or zepel - ,category unknown
37387,2014-10-16,45322.0,Miscellaneous,730x2540mm 6'' High Density,category unknown
37389,2014-10-16,45322.0,Miscellaneous,615x1210mm 6'' High Density,category unknown
37391,2014-10-16,45322.0,Miscellaneous,740x2380mm 6'' High Density,category unknown
37398,2014-10-16,45323.0,Miscellaneous,2 meters of zepel express 30 Sulphur,category unknown
37399,2014-10-16,45323.0,Miscellaneous,2 meters of zepel express 26 Granadine,category unknown
37400,2014-10-16,45323.0,Miscellaneous,1 meters of zepel express 01 Pewter,category unknown
37401,2014-10-16,45323.0,Miscellaneous,1 meter of zepel express 18 Captain,category unknown
37409,2014-10-17,45327.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37412,2014-10-17,45328.0,3M,Contact Adhesive,category unknown
37417,2014-10-17,45331.0,Miscellaneous,cutting,category unknown
37420,2014-10-17,45332.0,Miscellaneous,2 meters of Royal blue tweed 4617-0000,category unknown
37422,2014-10-17,45334.0,VisBackChairCushion,Visco Back Chair Cushion,category unknown
37425,2014-10-18,45337.0,Miscellaneous,8 Cushions Cut To Size,category unknown
37444,2014-10-20,45349.0,Pillow,Pillow,category unknown
37450,2014-10-20,45350.0,Miscellaneous,4 meters orf Beachcomber kiwi,category unknown
37451,2014-10-21,45324.0,Miscellaneous,piece number one 790 x 300 x 120mm,category unknown
37454,2014-10-21,45324.0,Miscellaneous,one meter Zepel - Outdoors - Get Out - Buff,category unknown
37455,2014-10-21,45324.0,Miscellaneous,piece number two - 2000 x 920 x 100 mm thick ,category unknown
37458,2014-10-21,45324.0,Miscellaneous,5 meters of Zepel Abysall Get out Colour Canvas ,category unknown
37461,2014-10-21,45324.0,Miscellaneous,1 meter of zepel outodors get out - buff,category unknown
37465,2014-10-21,45324.0,Miscellaneous,5 mteers of Zepel Abysall - Get Out CAnvas,category unknown
37469,2014-10-21,45324.0,Miscellaneous,"one meter of design - outlet - inside out - Topaz, then one meter of inside out sand and one meter of get out outdoors beige ",category unknown
37470,2014-10-21,45324.0,Miscellaneous,6 x 50  x 50 scatters inserts,category unknown
37473,2014-10-21,45352.0,Miscellaneous,2 x styurene,category unknown
37477,2014-10-22,45358.0,Miscellaneous,Miscellaneous,category unknown
37492,2014-10-22,45360.0,Miscellaneous,9 meters of Beachcomber Sable,category unknown
37500,2014-10-23,45365.0,Miscellaneous,5 meters of mindell sunshine ,category unknown
37501,2014-10-23,45365.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
37508,2014-10-23,45368.0,Meters,Meters Zepel Loom Dust,category unknown
37512,2014-10-24,45369.0,Meters,Meters Malacoota Sunshine,category unknown
37516,2014-10-24,45370.0,Meters,Meters warick kona pebble,category unknown
37518,2014-10-24,45370.0,Miscellaneous,4 meters of Mindell Callipo,category unknown
37522,2014-10-24,45371.0,Webbing,Webbing (m),category unknown
37526,2014-10-24,45372.0,Miscellaneous,6 metrs of Supelle Blue Gum Vinyl,category unknown
37530,2014-10-24,45373.0,Cutting Fee,Cutting Fee,category unknown
37534,2014-10-25,45374.0,Miscellaneous,4 Cushions Cut To Size,category unknown
37535,2014-10-25,45375.0,Yoga Mat,Yoga Mat,category unknown
37537,2014-10-25,45376.0,Scatter Cushion 60 x 60cm,2 x 74 x 50 Scatter cushions,category unknown
37538,2014-10-25,45376.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37541,2014-10-25,45376.0,Miscellaneous,8 meters of cooloum Ash,category unknown
37546,2014-10-25,45378.0,Miscellaneous,4 meters of Dickson ORC 6272- 120 - Windsor,category unknown
37547,2014-10-25,45378.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37549,2014-10-25,45378.0,Miscellaneous,1.5 meters Dickson ORC 0681-120 Dune,category unknown
37558,2014-10-25,45382.0,Scatter Cushion 60 x 60cm,60 x 60cm Scatter cushion,category unknown
37567,2014-10-28,45390.0,Cutting Fee,Cutting Fee,category unknown
37571,2014-10-28,45392.0,TV Backs,Tv Backs,category unknown
37573,2014-10-28,45394.0,Miscellaneous,2 x Seat - 2 units x 1750x550x100 Back - 2 units x 1750 x 340 x 100 Seat: 4 units x 680 x 550 x 100 Back: 4 units x 680 x 340 x 100 ,category unknown
37577,2014-10-28,45395.0,Miscellaneous,one meter of Kona Stone,category unknown
37584,2014-10-28,45399.0,Miscellaneous,3 meters of Zepel Ice,category unknown
37592,2014-10-29,45403.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
37594,2014-10-29,45404.0,MSFold -D,Small Bed in Bag 68 * 183 *65,category unknown
37598,2014-10-29,45408.0,Miscellaneous,"one piece of 2"" High Density cut to shape",category unknown
37603,2014-10-29,45410.0,Miscellaneous,6 meters of bondi ocean,category unknown
37604,2014-10-29,45410.0,Scatter Cushion 50 x 50cm,50 x 50cm Scatter cushion,category unknown
37607,2014-10-29,45410.0,Miscellaneous,two ready made scattes - one in kona calipo and one in bondi callipo (orange),category unknown
37610,2014-10-30,45411.0,TV Backs,Tv Backs,category unknown
37622,2014-10-30,45417.0,Miscellaneous,Miscellaneous,category unknown
37627,2014-10-31,45420.0,Meters,Meters Dickson Orchestra 7330 120 Charcoal tweed,category unknown
37638,2014-11-01,45427.0,Miscellaneous,2 Cushions Cut To Size,category unknown
37648,2014-11-01,45429.0,Miscellaneous,6 Cushions Cut To Size,category unknown
